,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
95,School of Engineering,ECE,2015,['CCC704'],['B'],"['CCC412', 'CCC302']","['B', 'A-']","['CCC323', 'CCC801']","['A-', 'A-']",['CCC510'],['A-'],['CCC411'],['A-'],"['CCC103', 'CCC805', 'CCC602']","['A-', 'A-', 'B']",,,,
96,School of Natural Sciences,MAT,2015,"['CCC302', 'CCC510']","['A-', 'A']",['CCC704'],['A'],"['CCC319', 'CCC402']","['A', 'A']","['CCC805', 'CCC801']","['A', 'A-']","['CCC103', 'CCC710']","['A', 'B-']",['CCC414'],['B'],,,,
97,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['A', 'B-']",['CCC704'],['B'],"['CCC110', 'CCC402']","['A-', 'A']","['CCC512', 'CCC319', 'CCC225', 'CCC103']","['B-', 'B', 'D', 'B']","['CCC311', 'CCC228', 'CCC416']","['A-', 'A-', 'A-']",['CCC510'],['A-'],,,,
98,School of Engineering,CHD,2015,['CCC510'],['A-'],['CCC704'],['B'],"['CCC414', 'CCC402']","['A-', 'A']","['CCC620', 'CCC214']","['C', 'B']","['CCC409', 'CCC613', 'CCC329']","['A-', 'B', 'A-']","['CCC319', 'CCC103', 'CCC801']","['B', 'B-', 'B']",,,,
99,School of Engineering,CSD,2015,['CCC510'],['A-'],"['CCC412', 'CCC704', 'CCC302']","['B', 'A-', 'A-']","['CCC801', 'CCC402']","['C', 'B']","['CCC612', 'CCC319']","['B', 'B']","['CCC114', 'CCC515']","['B', 'A-']",['CCC416'],['B'],,,,
100,School of Engineering,MED,2015,"['CCC412', 'CCC302', 'CCC805', 'CCC801']","['C', 'A-', 'C', 'D']","['CCC512', 'CCC319', 'CCC704']","['B-', 'B', 'B']","['CCC613', 'CCC114']","['A-', 'B-']","['CCC602', 'CCC229', 'CCC103']","['B', 'D', 'B-']",,,,,,,,
101,School of Engineering,MED,2015,['CCC302'],['B'],"['CCC704', 'CCC815']","['C', 'B']","['CCC402', 'CCC215']","['B-', 'F']",['CCC621'],['B-'],"['CCC114', 'CCC407']","['C', 'A']","['CCC630', 'CCC602', 'CCC629']","['B', 'B-', 'A']",,,,
102,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['B-', 'B']","['CCC704', 'CCC112']","['A', 'C-']","['CCC101', 'CCC402']","['A', 'B']",['CCC612'],['B-'],"['CCC103', 'CCC515']","['B', 'B']",['CCC510'],['A'],,,,
103,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['A'],"['CCC704', 'CCC815']","['B-', 'B']","['CCC407', 'CCC323', 'CCC314', 'CCC410']","['A-', 'A-', 'C', 'A']",,,,,,,,,,
104,School of Natural Sciences,BIO,2015,['CCC704'],['B'],"['CCC402', 'CCC512']","['A', 'B-']","['CCC319', 'CCC409']","['A', 'A-']","['CCC103', 'CCC821']","['A-', 'B-']","['CCC805', 'CCC629']","['B-', 'A-']",,,,,,
105,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['A-', 'B']","['CCC319', 'CCC413', 'CCC402']","['A-', 'A', 'B-']","['CCC801', 'CCC613']","['B', 'B-']","['CCC623', 'CCC510', 'CCC805']","['C', 'A-', 'C-']",,,,,,,,
106,School of Engineering,CSD,2015,"['CCC510', 'CCC402']","['A-', 'B']","['CCC622', 'CCC801', 'CCC414', 'CCC214']","['B-', 'A-', 'A', 'D']",,,,,,,,,,,,
107,School of Engineering,ECE,2015,['CCC704'],['B-'],['CCC302'],['B'],"['CCC412', 'CCC407', 'CCC323', 'CCC101', 'CCC805']","['B', 'A-', 'A-', 'A-', 'C-']","['CCC819', 'CCC810', 'CCC512', 'CCC229']","['A-', 'B-', 'C-', 'B']",,,,,,,,
108,School of Engineering,ECE,2015,"['CCC704', 'CCC302']","['B-', 'A']","['CCC412', 'CCC801']","['C-', 'A-']","['CCC319', 'CCC323']","['A', 'B']","['CCC805', 'CCC103']","['A', 'A']","['CCC626', 'CCC624']","['B-', 'A-']","['CCC629', 'CCC602']","['A-', 'A-']",,,,
109,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['B'],"['CCC704', 'CCC805', 'CCC302']","['B', 'A-', 'A-']","['CCC402', 'CCC407']","['B', 'B-']","['CCC319', 'CCC103', 'CCC512']","['B', 'B-', 'C']",,,,,,,,
110,School of Engineering,CSD,2015,['CCC510'],['C-'],"['CCC704', 'CCC302']","['A-', 'A-']","['CCC817', 'CCC402']","['A', 'B']",['CCC614'],['C'],,,,,,,,
111,School of Engineering,ECE,2015,['CCC704'],['B-'],['CCC402'],['C'],"['CCC412', 'CCC512', 'CCC602', 'CCC801']","['C-', 'B-', 'B', 'B-']",['CCC618'],['F'],"['CCC413', 'CCC822', 'CCC624', 'CCC407']","['D', 'C-', 'B', 'B']",['CCC319'],['B'],,,,
112,School of Engineering,CHD,2015,"['CCC409', 'CCC510', 'CCC302']","['A', 'A-', 'A']","['CCC319', 'CCC704']","['A-', 'A']","['CCC613', 'CCC402']","['A-', 'A']","['CCC226', 'CCC411', 'CCC512']","['B', 'A', 'B']",,,,,,,,
113,School of Engineering,CSD,2015,['CCC510'],['B'],"['CCC704', 'CCC815', 'CCC302']","['B-', 'B', 'A-']",['CCC402'],['A-'],"['CCC103', 'CCC319', 'CCC814']","['A', 'A', 'B']",,,,,,,,
114,School of Engineering,CSD,2015,['CCC510'],['F'],['CCC704'],['A-'],"['CCC801', 'CCC323', 'CCC412', 'CCC402']","['C-', 'B', 'D', 'B-']","['CCC609', 'CCC302']","['A-', 'B']",,,,,,,,
115,School of Engineering,MED,2015,"['CCC302', 'CCC801', 'CCC805']","['B', 'C-', 'C']","['CCC704', 'CCC510', 'CCC103', 'CCC331']","['B-', 'A-', 'B', 'C']",,,,,,,,,,,,
116,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['A'],"['CCC815', 'CCC704']","['A', 'B']","['CCC110', 'CCC801']","['A-', 'F']","['CCC414', 'CCC103', 'CCC810', 'CCC801', 'CCC323']","['A-', 'A-', 'A', 'B', 'A-']",,,,,,,,
117,School of Engineering,ECE,2015,['CCC704'],['C'],"['CCC402', 'CCC801']","['D', 'A-']","['CCC412', 'CCC614']","['B-', 'B-']","['CCC805', 'CCC609']","['A', 'C']","['CCC115', 'CCC515']","['B', 'B']",,,,,,
118,School of Natural Sciences,BIO,2015,['CCC704'],['A-'],"['CCC410', 'CCC319']","['A', 'A']","['CCC609', 'CCC614']","['B-', 'C']",['CCC103'],['B-'],"['CCC416', 'CCC629']","['A', 'B']",,,,,,
119,School of Engineering,MED,2015,"['CCC801', 'CCC302', 'CCC410', 'CCC407', 'CCC407']","['C', 'B', 'F', 'F', 'A-']",['CCC411'],['C-'],['CCC704'],['B'],"['CCC229', 'CCC331']","['C', 'B-']",,,,,,,,
120,School of Engineering,MED,2015,"['CCC302', 'CCC412']","['A', 'B']","['CCC815', 'CCC704']","['B', 'A-']","['CCC409', 'CCC319']","['A-', 'A']","['CCC805', 'CCC323', 'CCC206', 'CCC103', 'CCC510']","['A', 'A-', 'A-', 'A', 'A-']",,,,,,,,
121,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC402', 'CCC312', 'CCC407']","['A-', 'B-', 'B-']","['CCC314', 'CCC614']","['A-', 'B']","['CCC805', 'CCC225']","['A', 'A-']","['CCC115', 'CCC512']","['A-', 'B-']","['CCC229', 'CCC629']","['B', 'B']",,,,
122,School of Engineering,CED,2015,"['CCC302', 'CCC502']","['A-', 'A-']",['CCC704'],['B'],"['CCC223', 'CCC319', 'CCC616']","['B', 'A', 'A']","['CCC615', 'CCC414', 'CCC109']","['A', 'A', 'B']",,,,,,,,
123,School of Engineering,MED,2015,"['CCC801', 'CCC302', 'CCC412', 'CCC817']","['C', 'B', 'C-', 'C']","['CCC704', 'CCC319']","['B', 'A-']","['CCC402', 'CCC627']","['A-', 'B']",['CCC103'],['B'],,,,,,,,
124,School of Engineering,CHD,2015,['CCC510'],['A-'],"['CCC412', 'CCC704']","['A', 'B']","['CCC110', 'CCC614']","['B', 'B']","['CCC411', 'CCC512', 'CCC226']","['A-', 'B-', 'A-']",,,,,,,,
125,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['C-', 'B']",['CCC704'],['B'],"['CCC402', 'CCC602']","['B', 'A-']","['CCC226', 'CCC103', 'CCC614']","['B-', 'B-', 'B-']","['CCC515', 'CCC411', 'CCC329']","['B-', 'B', 'A']","['CCC805', 'CCC319']","['C', 'B']",,,,
126,School of Natural Sciences,MAT,2015,['CCC510'],['B-'],['CCC704'],['D'],['CCC402'],['B'],['CCC609'],['B-'],,,,,,,,
127,School of Engineering,ECE,2015,['CCC704'],['B'],"['CCC411', 'CCC805', 'CCC302', 'CCC801', 'CCC412']","['A', 'B', 'A-', 'A', 'A']","['CCC214', 'CCC602', 'CCC323', 'CCC414']","['A-', 'A', 'A', 'A']","['CCC621', 'CCC402']","['A', 'A']",,,,,,,,
128,School of Natural Sciences,PHY,2015,['CCC510'],['B-'],"['CCC704', 'CCC311', 'CCC402', 'CCC312']","['A-', 'A-', 'A', 'A-']","['CCC412', 'CCC330']","['A', 'A']","['CCC414', 'CCC227']","['A', 'B']",,,,,,,,
129,School of Engineering,ECE,2015,"['CCC704', 'CCC302']","['A-', 'A-']","['CCC402', 'CCC409']","['A', 'A']",['CCC512'],['B-'],"['CCC805', 'CCC622']","['A', 'A']","['CCC821', 'CCC515']","['A', 'B-']","['CCC629', 'CCC602']","['A', 'A-']",,,,
130,School of Engineering,CSD,2015,['CCC510'],['A'],"['CCC704', 'CCC814']","['B', 'A-']","['CCC314', 'CCC402']","['B', 'B']","['CCC225', 'CCC622']","['A-', 'B']","['CCC103', 'CCC626', 'CCC329']","['B', 'A-', 'B']","['CCC629', 'CCC805']","['A-', 'A']",,,,
131,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC816', 'CCC510', 'CCC402']","['A-', 'A-', 'A-']","['CCC103', 'CCC314']","['A', 'A-']","['CCC810', 'CCC206']","['B-', 'A']",,,,,,,,
132,School of Engineering,MED,2015,"['CCC412', 'CCC302']","['B-', 'B']",['CCC704'],['A'],"['CCC613', 'CCC402']","['A-', 'B']","['CCC214', 'CCC411', 'CCC323']","['A-', 'A-', 'A']","['CCC103', 'CCC329']","['B-', 'A-']",['CCC409'],['A-'],,,,
133,School of Engineering,ECE,2015,['CCC704'],['B'],"['CCC302', 'CCC402', 'CCC801']","['A-', 'A-', 'B']","['CCC412', 'CCC319']","['A', 'A-']","['CCC614', 'CCC103', 'CCC323']","['B-', 'A', 'A-']","['CCC114', 'CCC613']","['B', 'A']",,,,,,
134,School of Natural Sciences,BIO,2015,['CCC704'],['B'],"['CCC402', 'CCC319']","['A', 'A-']","['CCC323', 'CCC409', 'CCC103', 'CCC411']","['A', 'A-', 'B', 'A-']","['CCC101', 'CCC412', 'CCC311']","['A-', 'A', 'B']","['CCC805', 'CCC516', 'CCC502']","['B-', 'B', 'B']",,,,,,
135,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['A-', 'C']","['CCC402', 'CCC410']","['B-', 'A-']","['CCC512', 'CCC319', 'CCC801']","['B-', 'A', 'B-']","['CCC510', 'CCC103']","['B', 'A']",,,,,,,,
136,School of Engineering,CSD,2015,"['CCC302', 'CCC704']","['B', 'B-']","['CCC801', 'CCC402']","['A-', 'B']","['CCC412', 'CCC805']","['A-', 'A']","['CCC622', 'CCC226']","['A-', 'C']","['CCC626', 'CCC103', 'CCC613']","['A-', 'A', 'B']",['CCC414'],['A'],,,,
137,School of Engineering,EED,2015,['CCC704'],['B-'],"['CCC412', 'CCC312']","['C', 'A-']",['CCC805'],['B'],"['CCC510', 'CCC103']","['A', 'A-']","['CCC821', 'CCC624']","['A-', 'B']","['CCC411', 'CCC602']","['B-', 'B']",,,,
138,School of Engineering,MED,2015,"['CCC610', 'CCC302']","['B', 'A-']","['CCC409', 'CCC704']","['A', 'A']","['CCC402', 'CCC805']","['A-', 'A']","['CCC810', 'CCC103']","['A-', 'A']","['CCC821', 'CCC801']","['A-', 'A-']",['CCC510'],['A'],,,,
139,School of Engineering,EED,2015,['CCC704'],['B'],"['CCC412', 'CCC801']","['A-', 'B']","['CCC402', 'CCC323']","['B', 'B']","['CCC510', 'CCC103']","['A', 'A']",['CCC411'],['A'],"['CCC805', 'CCC602']","['A', 'A']",,,,
140,School of Engineering,CSD,2015,['CCC510'],['A'],['CCC704'],['A'],"['CCC801', 'CCC617']","['A-', 'A']","['CCC819', 'CCC214', 'CCC622']","['A-', 'B', 'B']","['CCC114', 'CCC821']","['B', 'A']","['CCC416', 'CCC805']","['A', 'A']",,,,
141,School of Engineering,EED,2015,['CCC704'],['B-'],"['CCC402', 'CCC801', 'CCC412']","['B-', 'B', 'B-']","['CCC805', 'CCC617']","['A-', 'A']","['CCC214', 'CCC323', 'CCC622', 'CCC618']","['A-', 'A-', 'B', 'C-']",['CCC821'],['B'],['CCC602'],['B-'],,,,
142,School of Engineering,EED,2015,"['CCC302', 'CCC704']","['A-', 'B-']","['CCC410', 'CCC402']","['A-', 'B']","['CCC801', 'CCC512']","['B-', 'D']","['CCC214', 'CCC510', 'CCC602']","['B-', 'A', 'A-']",,,,,,,,
143,School of Engineering,CSD,2015,['CCC510'],['A'],['CCC704'],['B'],['CCC402'],['B'],"['CCC109', 'CCC814', 'CCC414', 'CCC620']","['C', 'B-', 'A-', 'B']","['CCC114', 'CCC413']","['A-', 'C-']","['CCC115', 'CCC416']","['A-', 'B']",,,,
144,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['B', 'C-']","['CCC402', 'CCC412']","['A-', 'C']","['CCC801', 'CCC617', 'CCC323']","['B', 'A-', 'A-']","['CCC704', 'CCC414']","['B-', 'A']","['CCC103', 'CCC101']","['A', 'A-']",['CCC510'],['A-'],,,,
145,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['C-', 'A-']",['CCC704'],['B'],"['CCC805', 'CCC402']","['B-', 'B']","['CCC319', 'CCC113', 'CCC311']","['A-', 'A-', 'A']","['CCC114', 'CCC329']","['A', 'A']","['CCC602', 'CCC228']","['B-', 'B']",,,,
146,School of Humanities & Soc Sci,ECO,2015,"['CCC302', 'CCC510']","['F', 'F']",['CCC704'],['B'],['CCC312'],['F'],"['CCC113', 'CCC609']","['A-', 'D']","['CCC402', 'CCC330']","['B-', 'A']",['CCC512'],['F'],,,,
147,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['B', 'D']","['CCC704', 'CCC815']","['C', 'B']","['CCC402', 'CCC224']","['A', 'C-']","['CCC319', 'CCC414', 'CCC214']","['B', 'A-', 'C-']","['CCC114', 'CCC329']","['C', 'A-']","['CCC805', 'CCC416', 'CCC602']","['A-', 'B', 'B']",,,,
148,School of Engineering,EED,2015,['CCC704'],['B'],"['CCC402', 'CCC412']","['A', 'B']","['CCC323', 'CCC602', 'CCC512']","['A-', 'A', 'B-']","['CCC214', 'CCC414', 'CCC618']","['A-', 'A', 'C-']",,,,,,,,
149,School of Engineering,ECE,2015,"['CCC704', 'CCC817', 'CCC221', 'CCC323']","['C', 'A-', 'B-', 'A-']","['CCC805', 'CCC312', 'CCC402']","['B', 'A-', 'B-']",['CCC512'],['A-'],['CCC416'],['A-'],,,,,,,,
150,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['B', 'A']","['CCC407', 'CCC704']","['A', 'A-']","['CCC215', 'CCC110']","['B-', 'A']","['CCC814', 'CCC225', 'CCC217', 'CCC415']","['B', 'B', 'B', 'A-']",['CCC327'],['A'],"['CCC229', 'CCC711']","['A', 'A']",,,,
151,School of Natural Sciences,PHY,2015,['CCC510'],['B-'],"['CCC302', 'CCC704']","['A', 'B-']","['CCC402', 'CCC312', 'CCC221']","['B', 'B', 'B']","['CCC618', 'CCC319', 'CCC801', 'CCC821']","['C-', 'F', 'C', 'F']",,,,,,,,
152,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['A', 'B']",['CCC704'],['A'],['CCC402'],['B'],"['CCC103', 'CCC606', 'CCC323', 'CCC614']","['A-', 'A-', 'A', 'B']","['CCC512', 'CCC417', 'CCC626']","['A-', 'B', 'B-']","['CCC630', 'CCC319']","['A-', 'B']",,,,
153,School of Engineering,CSD,2015,['CCC510'],['A'],"['CCC704', 'CCC302']","['A-', 'A-']","['CCC614', 'CCC801', 'CCC805']","['B', 'B-', 'A-']","['CCC612', 'CCC414', 'CCC606']","['A-', 'A', 'A-']","['CCC103', 'CCC613']","['A', 'A']",['CCC629'],['A-'],,,,
154,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['B', 'B-']","['CCC407', 'CCC704']","['B', 'B-']","['CCC402', 'CCC323']","['C', 'A-']","['CCC614', 'CCC214', 'CCC602', 'CCC606']","['B', 'C-', 'C', 'B']","['CCC613', 'CCC103']","['A-', 'A']",['CCC510'],['A-'],,,,
155,School of Engineering,ECE,2015,['CCC704'],['B'],"['CCC214', 'CCC103', 'CCC608']","['C-', 'B', 'B']","['CCC311', 'CCC617', 'CCC801']","['A', 'B', 'B']","['CCC402', 'CCC623', 'CCC820']","['A', 'B-', 'B']",,,,,,,,
156,School of Engineering,EED,2015,"['CCC302', 'CCC704']","['B', 'B-']","['CCC801', 'CCC402']","['B-', 'C-']","['CCC110', 'CCC414']","['A-', 'A-']","['CCC415', 'CCC609']","['B', 'B']","['CCC114', 'CCC227']","['B-', 'B']","['CCC319', 'CCC805']","['B', 'B']",,,,
157,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['B', 'B-']","['CCC402', 'CCC407']","['A-', 'C']","['CCC101', 'CCC323', 'CCC801', 'CCC617']","['A', 'A-', 'A-', 'B']","['CCC319', 'CCC103']","['B', 'B']","['CCC626', 'CCC411', 'CCC329']","['A', 'B-', 'A']","['CCC602', 'CCC510']","['B', 'A']",,,,
158,School of Engineering,MED,2015,"['CCC412', 'CCC302']","['B', 'B']","['CCC407', 'CCC704', 'CCC818', 'CCC323', 'CCC602', 'CCC214', 'CCC319']","['A-', 'A', 'B', 'A-', 'A', 'A', 'B-']","['CCC329', 'CCC228', 'CCC103']","['A', 'F', 'C-']","['CCC411', 'CCC823', 'CCC229']","['A', 'C', 'B']",,,,,,,,
159,School of Engineering,EED,2015,"['CCC302', 'CCC704']","['A', 'B']","['CCC410', 'CCC402']","['A-', 'A']","['CCC614', 'CCC801']","['B', 'A-']","['CCC312', 'CCC414', 'CCC109']","['A', 'A-', 'C']","['CCC416', 'CCC411']","['A-', 'B']","['CCC502', 'CCC516']","['B', 'A-']",,,,
160,School of Engineering,CSD,2015,"['CCC412', 'CCC510']","['B', 'A']","['CCC302', 'CCC704']","['A-', 'A']","['CCC402', 'CCC805']","['A', 'A-']","['CCC319', 'CCC622']","['B', 'A']","['CCC515', 'CCC821']","['A-', 'A-']",['CCC416'],['A'],,,,
161,School of Engineering,CSD,2015,"['CCC510', 'CCC412']","['A', 'B']","['CCC302', 'CCC704']","['B', 'A']","['CCC805', 'CCC801']","['A-', 'B']","['CCC622', 'CCC319']","['A', 'B']",,,,,,,,
162,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['B', 'B']","['CCC407', 'CCC704']","['B-', 'B-']","['CCC402', 'CCC414']","['B', 'A-']","['CCC103', 'CCC319', 'CCC510']","['B', 'B', 'A-']",,,,,,,,
163,School of Engineering,ECE,2015,"['CCC704', 'CCC302']","['B', 'A']","['CCC410', 'CCC402']","['A-', 'A-']","['CCC319', 'CCC512', 'CCC801']","['B-', 'B-', 'C']","['CCC510', 'CCC103']","['A-', 'A']",,,,,,,,
164,School of Engineering,ECE,2015,"['CCC704', 'CCC412', 'CCC402']","['D', 'C-', 'B']","['CCC214', 'CCC415', 'CCC319', 'CCC512']","['B', 'B', 'A', 'B']","['CCC626', 'CCC515']","['A-', 'B']","['CCC103', 'CCC805']","['B', 'A-']",,,,,,,,
165,School of Engineering,MED,2015,"['CCC801', 'CCC302']","['B', 'A-']",['CCC704'],['A'],['CCC402'],['A-'],"['CCC103', 'CCC614', 'CCC323', 'CCC606']","['B', 'B', 'A-', 'A']","['CCC417', 'CCC626', 'CCC512']","['B', 'A', 'A']","['CCC630', 'CCC319']","['A-', 'C']",,,,
166,School of Engineering,MED,2015,"['CCC302', 'CCC801', 'CCC412']","['B-', 'B', 'B-']","['CCC704', 'CCC612', 'CCC319', 'CCC402']","['A-', 'A-', 'B-', 'A']","['CCC613', 'CCC515']","['A-', 'B']","['CCC805', 'CCC510']","['B', 'A']",,,,,,,,
167,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['A'],"['CCC805', 'CCC704', 'CCC302']","['B', 'A', 'A']","['CCC221', 'CCC223', 'CCC801', 'CCC101']","['A-', 'B', 'A', 'A']",['CCC226'],['A-'],,,,,,,,
168,School of Engineering,ECE,2015,['CCC704'],['C'],"['CCC302', 'CCC510']","['A-', 'B']","['CCC323', 'CCC402']","['A-', 'A']","['CCC801', 'CCC810']","['B-', 'B-']","['CCC407', 'CCC624']","['A', 'A-']",['CCC602'],['B-'],,,,
169,School of Engineering,ECE,2015,"['CCC302', 'CCC704']","['B', 'B-']","['CCC402', 'CCC816']","['B', 'A']","['CCC414', 'CCC311']","['A', 'A-']","['CCC609', 'CCC226']","['A-', 'D']","['CCC407', 'CCC515', 'CCC624']","['B', 'A', 'B']",['CCC801'],['A'],,,,
170,School of Natural Sciences,MAT,2015,"['CCC510', 'CCC805', 'CCC302']","['C', 'B-', 'A-']","['CCC704', 'CCC218']","['B', 'A']","['CCC101', 'CCC801']","['A', 'A']",['CCC217'],['A-'],['CCC327'],['A'],['CCC711'],['A'],,,,
171,School of Engineering,CSD,2015,"['CCC412', 'CCC510']","['B-', 'A-']","['CCC704', 'CCC302']","['A-', 'A-']","['CCC512', 'CCC402']","['B-', 'B']","['CCC622', 'CCC612']","['A', 'B-']","['CCC103', 'CCC626']","['B-', 'A-']","['CCC805', 'CCC602']","['A', 'A-']",,,,
172,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['B-'],"['CCC704', 'CCC302']","['B', 'A-']","['CCC407', 'CCC323', 'CCC222']","['C', 'A-', 'D']","['CCC225', 'CCC217', 'CCC325']","['B-', 'A-', 'C']",['CCC329'],['B-'],"['CCC805', 'CCC416']","['D', 'B-']",,,,
173,School of Engineering,MED,2015,"['CCC302', 'CCC412']","['A-', 'B-']","['CCC407', 'CCC704']","['C', 'B']","['CCC103', 'CCC611']","['A', 'B-']","['CCC319', 'CCC214', 'CCC805', 'CCC411']","['A', 'B-', 'A', 'A-']","['CCC515', 'CCC402']","['B-', 'A-']","['CCC602', 'CCC416']","['A-', 'A-']",,,,
174,School of Engineering,ECE,2015,"['CCC704', 'CCC302']","['C', 'A']","['CCC801', 'CCC319', 'CCC412', 'CCC402']","['A-', 'B', 'A-', 'A']","['CCC512', 'CCC215']","['C', 'B-']","['CCC323', 'CCC226']","['A', 'D']","['CCC103', 'CCC515']","['A-', 'A-']",['CCC805'],['A-'],,,,
175,School of Engineering,ECE,2015,['CCC704'],['B-'],"['CCC218', 'CCC402', 'CCC302']","['F', 'B-', 'A']","['CCC221', 'CCC801']","['B-', 'B-']","['CCC506', 'CCC819', 'CCC810', 'CCC622']","['A-', 'B', 'B-', 'B-']","['CCC821', 'CCC624']","['B', 'B']",['CCC805'],['B'],,,,
176,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['F'],"['CCC302', 'CCC704']","['B', 'B-']","['CCC412', 'CCC223']","['D', 'C']","['CCC609', 'CCC225']","['A-', 'B']",['CCC822'],['C'],"['CCC229', 'CCC711']","['B-', 'B']",,,,
177,School of Engineering,EED,2015,['CCC704'],['A-'],"['CCC402', 'CCC410']","['A', 'A-']","['CCC602', 'CCC512']","['A', 'B-']","['CCC214', 'CCC614']","['A', 'B']",['CCC821'],['B-'],['CCC416'],['A-'],,,,
178,School of Natural Sciences,PHY,2015,['CCC510'],['C'],['CCC704'],['B'],"['CCC214', 'CCC414']","['A', 'A']","['CCC818', 'CCC609']","['C', 'C']","['CCC103', 'CCC402']","['B-', 'A']","['CCC823', 'CCC512']","['C-', 'B-']",,,,
179,School of Engineering,CSD,2015,['CCC510'],['B-'],"['CCC218', 'CCC704']","['A-', 'A-']","['CCC110', 'CCC224', 'CCC822', 'CCC402']","['A-', 'B-', 'A-', 'A-']","['CCC512', 'CCC228']","['B-', 'A']",,,,,,,,
180,School of Engineering,MED,2015,"['CCC302', 'CCC801', 'CCC412']","['B', 'C-', 'C']","['CCC704', 'CCC319']","['B-', 'B']","['CCC402', 'CCC103']","['C', 'B']",['CCC510'],['A-'],,,,,,,,
181,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['A-'],"['CCC302', 'CCC704']","['A', 'A']","['CCC221', 'CCC817']","['A', 'A']","['CCC226', 'CCC609']","['B', 'A']",['CCC327'],['A'],"['CCC319', 'CCC115']","['A', 'A']",,,,
182,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['A-'],['CCC704'],['B'],"['CCC222', 'CCC402']","['B-', 'A']",['CCC217'],['A-'],,,,,,,,
183,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['A-'],['CCC704'],['C-'],"['CCC611', 'CCC402']","['A-', 'B-']",['CCC217'],['A'],"['CCC412', 'CCC319']","['B', 'A']","['CCC711', 'CCC228']","['B', 'B']",,,,
184,School of Engineering,CHD,2015,['CCC510'],['C-'],['CCC704'],['B-'],"['CCC817', 'CCC402']","['B-', 'B']","['CCC512', 'CCC326']","['B-', 'D']","['CCC418', 'CCC319', 'CCC329', 'CCC103']","['B', 'B-', 'B-', 'B']","['CCC805', 'CCC602']","['B-', 'F']",,,,
185,School of Engineering,MED,2015,['CCC302'],['A-'],['CCC704'],['A'],"['CCC402', 'CCC613']","['A', 'B']","['CCC805', 'CCC810', 'CCC621', 'CCC229', 'CCC103']","['C', 'A', 'B', 'A-', 'B']",,,,,,,,
186,School of Humanities & Soc Sci,ENG,2015,['CCC510'],['F'],"['CCC704', 'CCC609', 'CCC512']","['C-', 'C', 'F']","['CCC822', 'CCC512']","['A-', 'B-']","['CCC224', 'CCC330']","['A-', 'B']",,,,,,,,
187,School of Engineering,CSD,2015,['CCC510'],['C'],"['CCC704', 'CCC302']","['B-', 'A-']","['CCC402', 'CCC319']","['A', 'A-']","['CCC609', 'CCC415']","['D', 'A-']","['CCC416', 'CCC821']","['A-', 'A-']","['CCC403', 'CCC615']","['A', 'A-']",,,,
188,School of Humanities & Soc Sci,ECO,2015,['CCC510'],['A'],"['CCC302', 'CCC815', 'CCC704']","['A-', 'B', 'B-']",['CCC412'],['D'],"['CCC805', 'CCC622']","['B', 'A-']",['CCC103'],['A-'],"['CCC502', 'CCC516']","['A-', 'A-']",,,,
189,School of Engineering,MED,2015,"['CCC302', 'CCC801']","['A-', 'B-']","['CCC407', 'CCC704']","['C', 'B-']","['CCC412', 'CCC512']","['A-', 'B-']",['CCC612'],['B-'],"['CCC329', 'CCC103']","['B-', 'C-']","['CCC805', 'CCC319']","['B', 'B-']",,,,
190,School of Humanities & Soc Sci,SOC,2015,['CCC510'],['A-'],"['CCC704', 'CCC409', 'CCC302']","['B-', 'A', 'A-']","['CCC221', 'CCC402', 'CCC222']","['B-', 'A', 'C']",['CCC109'],['C-'],,,,,,,,
191,School of Engineering,EED,2015,"['CCC412', 'CCC704', 'CCC302', 'CCC402']","['B-', 'C-', 'A-', 'B']","['CCC510', 'CCC704']","['B-', 'B']","['CCC515', 'CCC821']","['A-', 'B']","['CCC801', 'CCC416']","['A-', 'B-']",,,,,,,,
